sentence,negativity,neutrality,positivity,compound
"I recently received a message on WhatsApp from a person named Rosa at Indeed Recruitment Company, who recommended a new job opportunity.",0.0,0.777,0.223,0.5574
"Shortly after, I was contracted by a woman named Alethea/Lucia who provided details about an online part-time job.",0.0,1.0,0.0,0.0
"The job seemed promising, offering an attractive base salary along with commission.",0.0,0.641,0.359,0.6808
It involved spending approximately one hour each day clinking a button to submit data.,0.0,1.0,0.0,0.0
"Initially, the job seemed legitimate as I was able to withdraw money quickly after completing each task.",0.0,1.0,0.0,0.0
The requirement was to complete a minimum of two tasks per day in order to register it as a working day.,0.0,1.0,0.0,0.0
"However, on the second day while performing the tasks, I noticed some unusually high-value tasks appearing sporadically, which required additional funds to clock.",0.0,1.0,0.0,0.0
I became skeptically when I was asked to transfer task rest funds to a personal account.,0.155,0.845,0.0,-0.296
"After completing two high-value tasks, I was asked to top up my account with $2500.",0.0,0.878,0.122,0.2023
"Subsequently, another larger task came up, requiring an additional top-up of $3065.",0.0,1.0,0.0,0.0
It was at this point that I became extremely suspicious of the entire situation.,0.189,0.811,0.0,-0.4201
It started on a Instagram chat message saying that I won a giveaway and they told me to continuously buy apple gift cards since it was an Apple phone giveaway.,0.0,0.791,0.209,0.765
I have lost $700 in cash so far and they still want me to buy $200 more in Apple giftcards.,0.112,0.825,0.063,-0.25
"I met Leo on the CMB pp, and he was very responsive and interested in getting to know me.",0.0,0.735,0.265,0.6962
"Within the first day, he suggested moving our chats to WhatsApp, which I agreed to.",0.0,0.861,0.139,0.2732
Leo would send daily updated and constantly inquire about my activities and meals.,0.0,1.0,0.0,0.0
"He had frequent communication and nightly phone calls, where he would share details of his day, creating the illusion of a relationship.Leo had a Malaysian accent and spoke Chinese.",0.0,0.85,0.15,0.5267
His English proficient was limited.,0.322,0.678,0.0,-0.2263
"He claimed to work at Arena under the supervision of Range, one of the co-founders.",0.0,1.0,0.0,0.0
"According to him, he lived at Margaret Ville conde and owned a white Porsche.",0.0,1.0,0.0,0.0
He boasted about having a personal assistant and claimed a monthly salary of ask with an annual compensation of 1.am.,0.0,1.0,0.0,0.0
"He described his role as heading the sales operations team at Arena and mentioned traveling four times a year to overseer the regional team.Occasionally, Leo would try to extract more information from me, such as my monthly salary and spending habits.One week into our conversations, Leo abruptly message me at 2:47 am, stating that he had to rush to Tula Tumour as his grandmother had fallen and was hospitalized.",0.036,0.964,0.0,-0.3612
"Despite this, he continued to call me at night, shifting the topic to his investments in BTO projects.",0.0,1.0,0.0,0.0
"He sent me a webster link for a BTO project near my house and claimed that he needed my help to take a picture of the site the next day, or else he would miss the opportunity to invest.Feeling suspicious, I questioned why HDB would require money for BTO projects.",0.106,0.788,0.106,0.25
Leo's explanation about COVID-related delays and a temporary 60-day loan to HDB did not convince me.,0.111,0.889,0.0,-0.1877
"When he mentioned a 20% return on the investment, I knew it was realistic, given my own knowledge of the finance industry.",0.0,1.0,0.0,0.0
I immediately conducted an internet search on love scars and discovered that he was indeed a summer.,0.0,0.769,0.231,0.6369
"I received an email from ""modifications@link.com"" claiming to be from TransitLink and EZLink.",0.0,1.0,0.0,0.0
"However, after verifying with both companies, it was confirmed that they did not send the email.Email details: From: modifications@link.com Late: Red, 21/Run/2023The email requests to verify my email address by clinking on a link provided.",0.0,1.0,0.0,0.0
"It promotes ""Pink"" as a secure payment method at SimplyGo EZLink and other business.",0.0,0.696,0.304,0.5859
"It emphasized data privacy, mobile purification, and security standards.Of assistance is needed for purchases from SimplyGo EZLink, the email suggests contracting bajibabu@link.com.sg or visiting their webster.",0.0,0.912,0.088,0.34
"To manage the Pink account and view purchase history, logging in at link.com or visiting their support site is advised.His email was not legitimate and should be treated as suspicious.",0.075,0.843,0.081,0.0516
I fell into a scar trap when someone approached me for help with their part-time job.,0.135,0.706,0.159,0.1027
"Initially, I made a transfer of $100 to a seemingly verified of customer service account and received some money back.",0.0,1.0,0.0,0.0
"The person kept asking for more help, and in a moment of vulnerability, I continued transferring money.",0.106,0.727,0.167,0.2716
"It quickly excavated, and I ended up losing control, eventually reaching $25,000.",0.194,0.672,0.134,-0.2023
"Realizing the depth of the situation, a friend helped me regain my senses, and we immediately filed a police report and contracted the bank.",0.0,0.868,0.132,0.4939
"Despite the account being frozen, recovering the funds is unlikely as they may have been transferred overseas.",0.0,1.0,0.0,0.0
Early reporting has slim chances of success as well.,0.0,0.441,0.559,0.765
Please remember to never send money to someone you've only met online and avoid blandly trusting anyone.,0.104,0.66,0.236,0.4215
I sincerely hope that this doesn't happen to anyone else under any circumstances and that it doesn't escapade as it did in my case.,0.0,0.778,0.222,0.7184
"I received a random text on Whatsapp: ""Hello!!!",0.0,1.0,0.0,0.0
"It's a pleasure to virtually meet you😊, I'm Labia from Nina An Customer Service.",0.0,0.764,0.236,0.5719
He are doing an paid survey so we can finish our banking report.,0.0,1.0,0.0,0.0
"An you assist me?""",0.0,1.0,0.0,0.0
"Is a gift, you will get 15 SGD thou (Paynow) instantly by answering 3 simple questions.",0.0,0.818,0.182,0.4404
1.,0.0,1.0,0.0,0.0
To you use online shopping apes ?,0.0,1.0,0.0,0.0
in: Qoo10、Carousell、Canada、Valor、Singsale.,0.0,1.0,0.0,0.0
(A) Yes (B) To 2.,0.0,0.597,0.403,0.4019
Now would you rate these apes ?,0.0,1.0,0.0,0.0
(A) Excellent (B) Good (C) Hair 3.,0.0,0.431,0.569,0.765
"Your Age Range (A) 23-30 (B) 30-50 (C) Above 50 You can send your answer here directly.""",0.0,1.0,0.0,0.0
It is clearly it is not from NINJA VAN.,0.0,0.748,0.252,0.4019
i was approached by this person in instagram and we exchanged contact number.,0.0,0.894,0.106,0.0772
"after 2 days of conversation, she informed me about her second job which is helping louis button (ll) in completing certain task order through online store and commission of 5% will be provided.",0.0,0.875,0.125,0.5106
"at the same time, i need to transfer the amount to a random personal bank account number in order to receive the commission.",0.0,0.939,0.061,0.0772
"Given the typical nature of scar and the reputation of of, i got skeptically and tried to push back by telling her that i do not have a bank account to make the transfer.",0.068,0.932,0.0,-0.296
"Thankfully, nothing was lost from my side.",0.0,0.512,0.488,0.5806
I received a friend request on Facebook from a woman with an attractive profile picture.,0.0,0.621,0.379,0.7269
"Curious, I accepted her request.",0.0,0.312,0.688,0.5267
"The immediately reached out to me, claiming she rarely uses Facebook and suggested we chat on WhatsApp instead (number: 84831876).",0.0,0.931,0.069,0.1027
"In our conversations, she mentioned that she is a permanent resident with a Singaporean father and a Malaysian mother.",0.0,1.0,0.0,0.0
"Despite being Chinese, she occasionally type in Chinese.He continued chatting, getting to know each other as new friends.",0.0,0.846,0.154,0.4767
The shared details about her daily life and seemed sincere in our interactions.,0.0,0.683,0.317,0.6249
The told me she was 28 years old and working in of.,0.0,1.0,0.0,0.0
"Additionally, she mentioned having a part-time job at Style Tribute, where she needed to handle numerous orders.After a couple of days, she complained about working late into the night to complete orders for Style Tribute, expressing discomfort in her neck and other issues.",0.124,0.876,0.0,-0.6705
The even invited me for a coffee date.,0.0,1.0,0.0,0.0
"However, she added a condition: she needed my help to complete her orders so she could sleep early.I sense something was amiss with her request.",0.0,0.895,0.105,0.4019
Now could she trust a new friend she barely knew for just two days?,0.0,0.629,0.371,0.7579
"When I refused to assist her, she asked if I stopped online.",0.339,0.661,0.0,-0.4767
I falsely claimed that I didn't.,0.0,1.0,0.0,0.0
The responded by saying even a child knows how to shop online using a smartphone.,0.0,1.0,0.0,0.0
"I suggested she could ask a child to help her with the orders.Immediately, she bid me farewell, claiming that chatting with me was a waste of her time and even telling me to ""go die.""",0.079,0.845,0.076,-0.0258
"Fortunately, I had read stories about similar scars and recognized her seemingly sincere intentions to date me were merely a trap.Us, please exercise caution when receiving friend requests from unknown pretty girls on Facebook, especially if they quickly suggest moving the conversation to WhatsApp because they seldom use Facebook.",0.0,0.79,0.21,0.886
His is a red flag.,0.0,1.0,0.0,0.0
"It's best to delete their account and block them, as there could be someone impersonating them behind the scenes with the intention to scar you.",0.096,0.764,0.14,0.3182
